iter	Logloss
499	0.3512550701
500	0.351192179
501	0.3511640911
502	0.3511377071
503	0.3511076025
504	0.3510605551
505	0.351021588
506	0.3509944152
507	0.3509671822
508	0.3509475424
509	0.350913623
510	0.3508999979
511	0.3508746638
512	0.350826814
513	0.3508004043
514	0.3507802304
515	0.3507534088
516	0.3507058692
517	0.350660618
518	0.3506454394
519	0.3506173775
520	0.3505884493
521	0.3505644048
522	0.3505317159
523	0.3505191779
524	0.3504934696
525	0.350461088
526	0.3504391691
527	0.3503957868
528	0.3503807169
529	0.350361364
530	0.35032639
531	0.3502946334
532	0.3502638646
533	0.3502360673
534	0.3501929336
535	0.3501700133
536	0.3501445374
537	0.3501075457
538	0.350100229
539	0.3500592787
540	0.3500321294
541	0.3500046721
542	0.3499883499
543	0.349975595
544	0.3499577165
545	0.3499318896
546	0.3498895597
547	0.3498529284
548	0.3498347715
549	0.3498002572
550	0.3497621148
551	0.3497318823
552	0.3496874464
553	0.349645287
554	0.349632749
555	0.3495972909
556	0.3495628322
557	0.3495437288
558	0.3495298471
559	0.3494864271
560	0.3494563111
561	0.3494222153
562	0.3493944161
563	0.3493699413
564	0.349356358
565	0.3493284001
566	0.3492934223
567	0.3492498661
568	0.3492363638
569	0.3492182671
570	0.3491802784
571	0.3491282847
572	0.3491077776
573	0.3490885804
574	0.3490705735
575	0.3490548894
576	0.3490175702
577	0.3489781598
578	0.3489488588
579	0.3489142206
580	0.3488994128
581	0.348866555
582	0.3488298163
583	0.3487878461
584	0.3487578469
585	0.348732176
586	0.3486996397
587	0.348672641
588	0.3486368249
589	0.3486121276
590	0.3485907022
591	0.34853291
592	0.3485093111
593	0.3484908225
594	0.3484619809
595	0.3484307668
596	0.3483943837
597	0.34837606
598	0.3483474431
599	0.3483223231
600	0.3482988287
601	0.3482446692
602	0.3481962991
603	0.3481543104
604	0.3480918377
605	0.348060341
606	0.3480313347
607	0.3479970154
608	0.3479694212
609	0.3479305691
610	0.3478932752
611	0.3478715682
612	0.3478353516
613	0.3478048906
614	0.3477805601
615	0.3477555884
616	0.3477248918
617	0.3476951552
618	0.3476489197
619	0.3475973004
620	0.347570891
621	0.3475564067
622	0.3475161687
623	0.3475009924
624	0.3474421598
625	0.3474337433
626	0.3473892816
627	0.3473576268
628	0.3473201632
629	0.3473016823
630	0.3472787738
631	0.3472745748
632	0.3472386306
633	0.3472114321
634	0.3471884391
635	0.3471569272
636	0.3471297332
637	0.3471171905
638	0.3470991247
639	0.3470640063
640	0.3470460971
641	0.3470201467
642	0.3469884937
643	0.346973242
644	0.346967417
645	0.3469418294
646	0.3469027484
647	0.3468797027
648	0.3468268699
649	0.3467897682
650	0.3467561313
651	0.3467239206
652	0.3466778348
653	0.3466587357
654	0.3466268214
655	0.3466139458
656	0.3465941828
657	0.3465624682
658	0.3465430016
659	0.3465178265
660	0.3464899451
661	0.3464578668
662	0.3464188879
663	0.3463950448
664	0.3463676658
665	0.3463576883
666	0.3463339138
667	0.3463037737
668	0.346279261
669	0.3462416455
670	0.3462010673
671	0.3461742743
672	0.3461502907
673	0.346121658
674	0.3460747481
675	0.3460542688
676	0.3460128098
677	0.3459809165
678	0.3459501484
679	0.3459293764
680	0.3458964313
681	0.3458423287
682	0.3458034455
683	0.3457651651
684	0.3457240651
685	0.3456850605
686	0.3456711105
687	0.3456444803
688	0.3456236033
689	0.3456063923
690	0.3455559999
691	0.3455330068
692	0.3454944293
693	0.345461422
694	0.3454190651
695	0.3453956574
696	0.3453584063
697	0.3453156269
698	0.3452677442
699	0.3452279733
700	0.3452150192
701	0.3451972111
702	0.3451753399
703	0.3451440109
704	0.3451370668
705	0.3451079256
706	0.3450818733
707	0.3450477333
708	0.345022774
709	0.3449740513
710	0.3449537622
711	0.3449039198
712	0.3448705753
713	0.3448503587
714	0.3448298339
715	0.3447907729
716	0.3447556782
717	0.3447372238
718	0.3447071741
719	0.3446905134
720	0.3446582095
721	0.3446310258
722	0.3446071322
723	0.3445757379
724	0.3445571801
725	0.3445422268
726	0.344516323
727	0.3445021401
728	0.3444901474
729	0.3444584955
730	0.3444109131
731	0.3443965674
732	0.3443697825
733	0.3443477627
734	0.3443200683
735	0.3442700671
736	0.3442428776
737	0.3442346498
738	0.3442258567
739	0.3441998279
740	0.3441817753
741	0.3441491994
742	0.3441002888
743	0.3440764052
744	0.3440517791
745	0.3440100183
746	0.3439871535
747	0.343961052
748	0.3439334457
749	0.3439216046
750	0.3438992499
751	0.3438748621
752	0.3438678054
753	0.3438222227
754	0.3437832237
755	0.3437543742
756	0.3437195879
757	0.3437069498
758	0.3436943481
759	0.343689436
760	0.3436647248
761	0.3436182338
762	0.3435949306
763	0.34356681
764	0.3435418757
765	0.3435033859
766	0.3434744225
767	0.3434340281
768	0.343394933
769	0.3433849108
770	0.3433456149
771	0.3433133634
772	0.3432977465
773	0.3432794621
774	0.3432668802
775	0.3432469311
776	0.3432456118
777	0.3432240757
778	0.3431873378
779	0.3431490436
780	0.3431171043
781	0.3430932115
782	0.3430612688
783	0.3430331388
784	0.343001669
785	0.3429591797
786	0.3429303442
787	0.3429074602
788	0.3428878375
789	0.342868452
790	0.3428390826
791	0.3428147599
792	0.3427843325
793	0.3427535491
794	0.3427321861
795	0.3427155839
796	0.3426840985
797	0.3426701145
798	0.3426018529
799	0.3425748122
800	0.3425446504
801	0.3425266668
802	0.3425102864
803	0.3424900323
804	0.3424733778
805	0.3424360597
806	0.3424106314
807	0.3423595337
808	0.3423370904
809	0.3422999665
810	0.3422627202
811	0.3422364663
812	0.3422289109
813	0.3422054756
814	0.3421848519
815	0.3421426365
816	0.3421219696
817	0.3421049688
818	0.3420702941
819	0.3420514666
820	0.3420171389
821	0.3420064134
822	0.3419804157
823	0.3419458535
824	0.3419227625
825	0.341900006
826	0.3418828191
827	0.3418426508
828	0.3418326632
829	0.3418042063
830	0.3417793833
831	0.3417550968
832	0.3417208608
833	0.3417129238
834	0.341680691
835	0.3416610151
836	0.3416344542
837	0.3416123921
838	0.3415735041
839	0.3415648701
840	0.3415459879
841	0.3415126473
842	0.3414926239
843	0.3414805595
844	0.3414453378
845	0.3414243702
846	0.3413857775
847	0.3413712346
848	0.3413542583
849	0.3413176481
850	0.341301199
851	0.3412804657
852	0.3412409675
853	0.3412114465
854	0.3411803414
855	0.3411518088
856	0.34113119
857	0.3411073397
858	0.3410941871
859	0.3410711686
860	0.3410479349
861	0.3410011334
862	0.3409755181
863	0.3409416403
864	0.3408965027
865	0.3408687008
866	0.3408546112
867	0.3408397785
868	0.3408154771
869	0.3407728632
870	0.3407448648
871	0.3407243129
872	0.3406880832
873	0.340664202
874	0.3406340784
875	0.3405930173
876	0.3405658048
877	0.3405324091
878	0.3404941065
879	0.3404610856
880	0.3404260523
881	0.3403946781
882	0.3403525072
883	0.3403102026
884	0.3402928185
885	0.3402688313
886	0.3402172591
887	0.3401749551
888	0.3401602934
889	0.3401455415
890	0.3401353009
891	0.3401063893
892	0.3400744797
893	0.3400373952
894	0.3399944262
895	0.3399610685
896	0.3399178864
897	0.3398974267
898	0.3398729154
899	0.3398600945
900	0.339843937
901	0.3398159113
902	0.339792367
903	0.3397558798
904	0.3397478269
905	0.3397183936
906	0.3396836426
907	0.3396781769
908	0.3396660345
909	0.3396314463
910	0.3396195714
911	0.3395973466
912	0.3395701084
913	0.3395263973
914	0.3394799521
915	0.3394623299
916	0.3394313526
917	0.3394124959
918	0.3393931812
919	0.3393596222
920	0.3393198456
921	0.3392920194
922	0.3392615602
923	0.3392452437
924	0.3392364283
925	0.3392160876
926	0.3391983248
927	0.3391697496
928	0.3391449637
929	0.3391084712
930	0.3390804986
931	0.3390513085
932	0.3390192081
933	0.3390013095
934	0.3389724742
935	0.3389616158
936	0.3389338174
937	0.3388892522
938	0.3388561611
939	0.3388364899
940	0.3388258391
941	0.3388220142
942	0.3387993983
943	0.3387817288
944	0.3387773359
945	0.3387566313
946	0.3387189492
947	0.3386952402
948	0.3386831735
949	0.3386477604
950	0.3386420564
951	0.3386235912
952	0.338588167
953	0.3385658535
954	0.3385411478
955	0.3385117326
956	0.3384700585
957	0.3384351002
958	0.3384062619
959	0.3383954419
960	0.3383418854
961	0.3383192825
962	0.3382810892
963	0.3382644734
964	0.3382338035
965	0.3382098216
966	0.3381906917
967	0.338164101
968	0.3381343332
969	0.338116435
970	0.3381052213
971	0.338096117
972	0.3380853196
973	0.3380626364
974	0.3380311844
975	0.3379952007
976	0.3379760455
977	0.337957546
978	0.3379514238
979	0.3379314638
980	0.3379136327
981	0.3378931686
982	0.3378779641
983	0.3378515854
984	0.3378181685
985	0.3377789522
986	0.3377475396
987	0.3377219435
988	0.3377170805
989	0.3376923916
990	0.337661706
991	0.3376309878
992	0.3376030192
993	0.3375779178
994	0.3375503112
995	0.3375128915
996	0.3374877929
997	0.3374526468
998	0.337430008
999	0.3373996034
